Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDC26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12638,10.195,112.1886,4
Low Fat,FDS01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01774,11.6,177.9686,4
Low Fat,FDY25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03397,12,181.8976,4
Low Fat,FDB51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03845,6.92,61.5852,4
Low Fat,DRG27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10511,8.895,41.1138,4
Low Fat,FDY14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07004,10.3,263.0226,4
Low Fat,FDR14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17405,11.65,52.9298,4
Low Fat,FDI15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14135,13.8,264.1884,4
Low Fat,DRG39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04218,14.15,52.0982,4
Low Fat,FDV50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12257,14.3,122.373,4
Low Fat,DRF51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16584,15.75,36.6506,4
Low Fat,FDD39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07015,16.7,218.185,4
Low Fat,FDS50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05543,17,221.1114,4
Low Fat,DRE03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02423,19.6,48.7718,4
Low Fat,FDX50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07463,20.1,110.3228,4
Low Fat,DRJ39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03633,20.25,220.1482,4
Low Fat,FDO16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01511,5.48,83.725,4
Low Fat,FDN40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,5.88,154.2998,4
Low Fat,FDF16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08613,7.3,148.8076,4
Low Fat,FDK04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05231,7.36,58.5588,4
Low Fat,FDU04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.93,121.8414,4
Low Fat,FDJ16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11489,9.195,59.6246,4
Low Fat,FDZ04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03796,9.31,62.151,4
Low Fat,FDH16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05256,10.5,89.683,4
Low Fat,FDJ53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07126,10.5,121.3098,4
Low Fat,FDD28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0533,10.695,59.6904,4
Low Fat,FDF41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13118,12.15,245.246,4
Low Fat,FDX40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09899,12.85,39.3164,4
Low Fat,FDB17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03667,13.15,182.5976,4
Low Fat,FDP04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01381,15.35,64.7168,4
Low Fat,FDC41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11691,15.6,78.167,4
Low Fat,FDM28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0452,15.7,180.266,4
Low Fat,FDV40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01469,17.35,74.1038,4
Low Fat,FDZ52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10007,19.2,110.2886,4
Low Fat,FDU40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0374,20.85,192.5478,4
Low Fat,FDS08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05696,5.735,176.337,4
Low Fat,FDZ55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02541,6.055,160.892,4
Low Fat,FDB44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01696,6.655,210.0586,4
Low Fat,FDI56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09339,7.325,91.3146,4
Low Fat,FDA19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05513,7.52,128.2994,4
Low Fat,FDW56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0709,7.68,192.6162,4
Low Fat,FDU32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02597,8.785,119.9414,4
Low Fat,FDU07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05985,11.1,150.1366,4
Low Fat,FDS07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09976,12.35,113.9518,4
Low Fat,FDF20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03322,12.85,196.6768,4
Low Fat,FDA32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03009,14,215.7192,4
Low Fat,FDE44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17139,14.65,50.7692,4
Low Fat,FDB09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0574,16.25,125.8046,4
Low Fat,FDP07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0899,18.2,197.511,4
Low Fat,FDR43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16149,18.2,37.619,4
Low Fat,FDP20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04567,19.85,126.402,4
Low Fat,FDQ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03614,20.5,120.0756,4
Low Fat,FDE32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04876,20.7,37.3506,4
Low Fat,DRK47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06406,7.905,229.2694,4
Low Fat,DRG23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08678,8.88,152.2682,4
Low Fat,DRJ35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04658,10.1,61.2878,4
Low Fat,DRO47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,10.195,114.086,4
Low Fat,DRP47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1406,15.75,252.8382,4
Low Fat,DRL47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03874,19.7,127.4362,4
Low Fat,NCM05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05985,6.825,262.5226,4
Low Fat,NCO05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04656,7.27,100.5384,4
Low Fat,NCL29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11394,9.695,160.2604,4
Low Fat,NCN17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05494,11,101.4358,4
Low Fat,NCQ29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10423,12,259.5278,4
Low Fat,NCL41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04174,12.35,33.1216,4
Low Fat,NCT29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06411,12.6,122.3414,4
Low Fat,NCA41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03259,16.75,191.9162,4
Low Fat,NCK05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07745,20.1,59.2536,4
Low Fat,NCU30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03487,5.11,161.721,4
Low Fat,NCS30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09303,5.945,128.7652,4
Low Fat,NCY42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01516,6.38,145.147,4
Low Fat,NCB19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0903,6.525,84.6882,4
Low Fat,NCS06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.935,263.691,4
Low Fat,NCS38,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09019,8.6,112.9176,4
Low Fat,NCS42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06942,8.6,92.5146,4
Low Fat,NCU54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09862,8.88,208.427,4
Low Fat,NCX54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04806,9.195,105.8622,4
Low Fat,NCA18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05608,10.1,117.8492,4
Low Fat,NCN26,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02868,10.85,115.1808,4
Low Fat,NCG54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07981,12.1,172.1106,4
Low Fat,NCG07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0525,12.3,190.853,4
Low Fat,NCJ18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16394,12.35,117.0124,4
Low Fat,NCU18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05584,15.1,139.8496,4
Low Fat,NCE30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09914,16,210.3902,4
Low Fat,NCX30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02662,16.7,249.2776,4
Low Fat,NCF30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12624,17,124.6362,4
Low Fat,NCH30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06715,17.1,114.386,4
Low Fat,NCL30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04894,18.1,127.5336,4
Low Fat,NCI42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01037,18.75,207.0954,4
Low Fat,NCQ50,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03431,18.75,215.2218,4
Low Fat,NCL18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16758,18.85,194.6136,4
Low Fat,NCC06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02699,19,127.1336,4
Low Fat,NCB18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04129,19.6,86.9514,4
Low Fat,NCI43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02597,19.85,49.5376,4
Low Fat,NCA06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14328,20.5,37.919,4
Low Fat,NCE54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0269,20.7,73.9354,4
Low Fat,NCP06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03925,20.7,151.4366,4
Low Fat,NCD54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02901,21.1,143.3786,4
Low Fat,FDM03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.65,107.8938,4
Low Fat,FDX15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1563,17.2,162.1578,4
Low Fat,FDR39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0838,20.35,184.1292,4
Low Fat,NCM07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03996,9.395,84.0908,4
Low Fat,NCK07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04869,10.65,164.1526,4
Low Fat,NCN19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0,13.1,189.253,4
Low Fat,NCP50,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02056,17.35,78.7618,4
Low Fat,NCN14,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09192,19.1,182.7608,4
Low Fat,NCJ31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18265,19.2,243.0196,4
Low Fat,FDL33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09996,7.235,193.8452,4
Low Fat,FDR33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02679,7.31,110.357,4
Low Fat,FDT21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02039,7.42,248.9092,4
Low Fat,FDQ46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10381,7.51,113.7544,4
Low Fat,FDQ34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16224,10.85,107.8622,4
Low Fat,FDH58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03694,12.3,113.1834,4
Low Fat,FDF58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00958,13.3,64.951,4
Low Fat,FDJ09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,15,43.4744,4
Low Fat,FDS57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10344,15.5,144.847,4
Low Fat,FDI33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02842,16.5,92.8146,4
Low Fat,FDY10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04907,17.6,115.6176,4
Low Fat,FDZ09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10488,17.6,164.8868,4
Low Fat,DRC25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04537,5.73,86.0882,4
Low Fat,DRJ01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11503,6.135,161.0236,4
Low Fat,DRL60,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02706,8.52,153.3682,4
Low Fat,DRH13,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02389,8.575,106.628,4
Low Fat,DRF25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03893,9,34.919,4
Low Fat,DRD37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01384,9.8,45.206,4
Low Fat,DRJ37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0611,10.8,151.9024,4
Low Fat,DRE37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09422,13.5,189.9872,4
Low Fat,DRG36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09538,14.15,170.5106,4
Low Fat,DRN36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,15.2,96.6752,4
Low Fat,DRI25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0339,19.6,56.2614,4
Low Fat,DRH49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02466,19.7,84.3592,4
Low Fat,FDC35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12284,7.435,208.7638,4
Regular,FDC60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11447,5.425,88.3514,4
Regular,FDZ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06578,6.035,188.224,4
Regular,FDT12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04962,6.215,226.1062,4
Regular,FDB49,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03015,8.3,98.7384,4
Regular,FDY12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14061,9.8,49.8008,4
Regular,FDA47,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11667,10.5,161.721,4
Regular,FDB12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10531,11.15,102.0648,4
Regular,FDO48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02684,15,219.8456,4
Regular,FDX11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10675,16,181.4634,4
Regular,FDZ47,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0793,20.7,97.2042,4
Regular,FDQ11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0677,5.695,256.5988,4
Regular,FDT11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02937,5.94,186.7556,4
Regular,FDT23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07473,7.72,77.5986,4
Regular,FDY47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05448,8.6,130.131,4
Regular,FDR37,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06625,16.5,183.3292,4
Regular,FDQ49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03925,20.2,157.663,4
Regular,FDA37,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05523,7.81,123.1046,4
Regular,FDD26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07216,8.71,183.3924,4
Regular,FDF38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02636,11.8,39.6138,4
Regular,FDM02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07374,12.5,87.1198,4
Regular,FDC14,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04125,14.5,40.5454,4
Regular,FDH50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.16144,15,185.1266,4
Regular,FDJ26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08477,15.3,215.0218,4
Regular,FDZ25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02762,15.7,168.279,4
Regular,FDW02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0377,4.805,125.5704,4
Regular,FDW38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13868,5.325,53.7298,4
Regular,FDX38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04821,10.5,45.9376,4
Regular,FDQ26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06787,13.5,57.8562,4
Regular,FDB03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15683,17.75,241.0538,4
Regular,FDT26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06795,18.85,119.044,4
Regular,FDV26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07616,20.25,196.2794,4
Regular,FDP40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03436,4.555,112.6544,4
Regular,FDH04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01137,6.115,89.6488,4
Regular,FDD41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08726,6.765,105.0306,4
Regular,FDM16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03356,8.155,74.7354,4
Regular,FDI05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12687,8.35,74.4354,4
Regular,FDG05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08785,11,156.863,4
Regular,FDA04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06673,11.3,257.2962,4
Regular,FDI04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07291,13.65,198.4426,4
Regular,FDP28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08064,13.65,262.6936,4
Regular,FDF28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03786,15.7,124.1046,4
Regular,FDA40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09927,16,88.5856,4
Regular,FDY16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09223,18.35,184.4266,4
Regular,FDI41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06226,18.5,148.0418,4
Regular,FDE17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05446,20.1,149.5366,4
Regular,FDN56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10706,5.46,144.9786,4
Regular,FDS56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03876,5.785,260.7252,4
Regular,FDO31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02898,6.76,79.596,4
Regular,FDD44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0784,8.05,259.0646,4
Regular,FDV44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03984,8.365,190.1188,4
Regular,FDU31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02499,10.5,217.9508,4
Regular,FDR55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13208,12.15,189.5872,4
Regular,FDW19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0385,12.35,110.757,4
Regular,FDK20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04156,12.6,124.5072,4
Regular,FDS44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15604,12.65,239.6538,4
Regular,FDS31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04419,13.1,180.3318,4
Regular,FDS19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06421,13.8,76.0012,4
Regular,FDH45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10567,15.1,41.6796,4
Regular,FDO19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0166,17.7,48.3034,4
Regular,FDI08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0663,18.2,247.1092,4
Regular,FDW32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0943,18.35,84.3882,4
Regular,FDT32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06563,19,186.5214,4
Regular,FDB57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01881,20.25,220.6772,4
Regular,FDX31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01483,20.35,233.2958,4
Regular,FDP03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06118,5.15,121.8388,4
Regular,FDO27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17908,6.175,94.3752,4
Regular,FDR15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03344,9.3,153.2314,4
Regular,FDN03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01509,9.8,249.6408,4
Regular,FDT27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06959,11.395,234.6616,4
Regular,FDT15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04268,12.15,184.295,4
Regular,FDG33,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14024,5.365,171.0764,4
Regular,FDX22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02297,6.785,208.7928,4
Regular,FDC22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13643,6.89,193.982,4
Regular,FDV10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.645,41.8112,4
Regular,FDX33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11748,9.195,158.5578,4
Regular,FDI34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08514,10.65,232.3668,4
Regular,FDM09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08593,11.15,169.679,4
Regular,FDO45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03795,13.15,89.5856,4
Regular,FDO09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12527,13.5,262.191,4
Regular,FDY33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0972,14.5,159.4262,4
Regular,FDP45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03062,15.7,252.2724,4
Regular,FDC34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17276,16,157.0972,4
Regular,FDY22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15972,16.5,144.5128,4
Regular,FDR34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01597,17,229.4352,4
Regular,FDX57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04727,17.25,97.0068,4
Regular,DRY23,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1091,9.395,44.6112,4
Regular,DRC36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04498,13,175.0054,4
Regular,FDD47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14241,7.6,171.9448,4
Regular,FDD59,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,10.5,78.296,4
low fat,FDS35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11122,9.3,65.7826,4
low fat,FDS52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00547,8.89,99.7016,4
low fat,NCY29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07723,13.65,56.893,4
low fat,NCW54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09641,7.5,55.3588,4
reg,FDH60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08074,19.7,197.011,4
reg,FDB26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03127,14,51.464,4
reg,FDX39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04968,14.3,212.4586,4
reg,FDO10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01275,13.65,55.5588,4
LF,FDQ16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04182,19.7,108.0912,4
LF,DRH11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07571,5.98,55.6614,4
LF,FDX58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04385,13.15,182.695,4
LF,FDO60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03456,20,45.3086,4
LF,FDH57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03595,10.895,132.9284,4
LF,DRO35,Hard Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03477,13.85,114.2492,4
LF,NCB42,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00861,11.8,114.8492,4
LF,NCY05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0553,13.5,34.6874,4
